,Segment,Country,Product,Discount Band,Units Sold,Sale Price,Gross Sales,Discounts,Net Sales,COGS,Order Date,Shipping Cost,Taxes,Category,Region,Shipping Method,Payment Method,Customer Segment,Order Priority,Promotion,Return Status,Order Channel,Region Manager,Marketing Source
504,Government,Germany,Carretera,High,792,350,277200,30492,246708,205920,2014-03-01 Government Germany Carretera,3960,37006.2,Category1,East,Express,Credit Card,Wholesale,Medium,,,In-Store,Manager1,
505,Small Business,Germany,Carretera,High,2811,300,843300,92763,750537,702750,2014-07-01 Small Business Germany Carretera,14055,112580.55,,West,Priority,Credit Card,Wholesale,High,Summer Sale,Not Returned,Phone,Manager2,Email Campaign
506,Enterprise,France,Carretera,High,2441,125,305125,33563.75,271561.25,292920,2014-10-01 Enterprise France Carretera,12205,40734.1875,Category3,North,Express,Credit Card,Retail,Medium,Holiday Discount,Not Returned,Phone,Manager3,
507,Midmarket,Canada,Carretera,High,1560,15,23400,2574,20826,15600,2013-11-01 Midmarket Canada Carretera,7800,3123.9,Category1,North,Priority,Credit Card,Retail,High,Flash Sale,Returned,Online,Manager1,TV Ads
508,Government,Mexico,Carretera,High,2706,7,18942,2083.62,16858.38,13530,2013-11-01 Government Mexico Carretera,13530,2528.757,,West,Standard,Cash,Wholesale,Medium,,Returned,Online,Manager2,TV Ads
509,Government,Germany,Montana,High,766,350,268100,29491,238609,199160,2014-01-01 Government Germany Montana,3830,35791.35,,South,Standard,PayPal,Wholesale,High,Flash Sale,Returned,Online,Manager3,Social Media
510,Government,Germany,Montana,High,2992,20,59840,6582.4,53257.6,29920,2013-10-01 Government Germany Montana,14960,7988.64,Category2,South,Standard,Credit Card,Retail,High,Flash Sale,Returned,Online,Manager1,TV Ads
511,Midmarket,Mexico,Montana,High,2157,15,32355,3559.05,28795.95,21570,2014-12-01 Midmarket Mexico Montana,10785,4319.3925,Category3,West,Priority,PayPal,Wholesale,Medium,,,Online,Manager3,Email Campaign
512,Small Business,Canada,Paseo,High,873,300,261900,28809,233091,218250,2014-01-01 Small Business Canada Paseo,4365,34963.65,Category3,South,Express,Cash,Retail,Low,Summer Sale,Not Returned,In-Store,Manager3,TV Ads
513,Government,Mexico,Paseo,High,1122,20,22440,2468.4,19971.6,11220,2014-03-01 Government Mexico Paseo,5610,2995.74,Category1,East,Express,PayPal,Wholesale,Low,Summer Sale,Returned,Phone,Manager3,TV Ads
514,Government,Canada,Paseo,High,2104.5,350,736575,81023.25,655551.75,547170,2014-07-01 Government Canada Paseo,10522.5,98332.7625,Category2,North,Standard,Cash,Wholesale,High,Holiday Discount,,Phone,Manager1,TV Ads
515,Channel Partners,Canada,Paseo,High,4026,12,48312,5314.32,42997.68,12078,2014-07-01 Channel Partners Canada Paseo,20130,6449.652,Category2,East,Priority,PayPal,Wholesale,Low,Summer Sale,,Online,Manager2,Social Media
516,Channel Partners,France,Paseo,High,2425.5,12,29106,3201.66,25904.34,7276.5,2014-07-01 Channel Partners France Paseo,12127.5,3885.651,Category1,South,Priority,Credit Card,Wholesale,High,,Not Returned,Phone,Manager1,Social Media
517,Government,Canada,Paseo,High,2394,20,47880,5266.8,42613.2,23940,2014-08-01 Government Canada Paseo,11970,6391.98,Category2,North,Priority,Cash,Retail,High,Flash Sale,Returned,Online,Manager1,
518,Midmarket,Mexico,Paseo,High,1984,15,29760,3273.6,26486.4,19840,2014-08-01 Midmarket Mexico Paseo,9920,3972.96,Category3,West,Priority,PayPal,Wholesale,Low,Flash Sale,,Phone,Manager2,Email Campaign
519,Enterprise,France,Paseo,High,2441,125,305125,33563.75,271561.25,292920,2014-10-01 Enterprise France Paseo,12205,40734.1875,Category2,North,Standard,PayPal,Retail,Medium,Flash Sale,Not Returned,Online,Manager1,
520,Government,Germany,Paseo,High,2992,20,59840,6582.4,53257.6,29920,2013-10-01 Government Germany Paseo,14960,7988.64,,North,Standard,Credit Card,Wholesale,High,Flash Sale,,In-Store,Manager2,Email Campaign
521,Small Business,Canada,Paseo,High,1366,300,409800,45078,364722,341500,2014-11-01 Small Business Canada Paseo,6830,54708.3,Category1,South,Standard,Cash,Retail,High,Summer Sale,,Online,Manager3,TV Ads
522,Government,France,Velo,High,2805,20,56100,6171,49929,28050,2013-09-01 Government France Velo,14025,7489.35,Category1,West,Standard,Credit Card,Retail,Medium,Holiday Discount,,In-Store,Manager3,
523,Midmarket,Mexico,Velo,High,655,15,9825,1080.75,8744.25,6550,2013-09-01 Midmarket Mexico Velo,3275,1311.6375,Category1,North,Standard,PayPal,Wholesale,Low,,Not Returned,In-Store,Manager1,Social Media
524,Government,Mexico,Velo,High,344,350,120400,13244,107156,89440,2013-10-01 Government Mexico Velo,1720,16073.4,Category3,East,Priority,PayPal,Wholesale,Medium,Holiday Discount,Returned,Online,Manager3,
525,Government,Canada,Velo,High,1808,7,12656,1392.16,11263.84,9040,2014-11-01 Government Canada Velo,9040,1689.576,Category2,South,Standard,PayPal,Retail,Low,Summer Sale,,Online,Manager3,Social Media
526,Channel Partners,France,VTT,High,1734,12,20808,2288.88,18519.12,5202,2014-01-01 Channel Partners France VTT,8670,2777.868,Category1,North,Standard,Cash,Retail,Low,Flash Sale,Not Returned,In-Store,Manager1,
527,Enterprise,Mexico,VTT,High,554,125,69250,7617.5,61632.5,66480,2014-01-01 Enterprise Mexico VTT,2770,9244.875,Category3,South,Standard,PayPal,Retail,Medium,Holiday Discount,,In-Store,Manager3,Social Media
528,Government,Canada,VTT,High,2935,20,58700,6457,52243,29350,2013-11-01 Government Canada VTT,14675,7836.45,Category3,South,Priority,PayPal,Retail,Low,Holiday Discount,,In-Store,Manager2,
529,Enterprise,Germany,Amarilla,High,3165,125,395625,43518.75,352106.25,379800,2014-01-01 Enterprise Germany Amarilla,15825,52815.9375,Category2,South,Express,PayPal,Retail,Low,Flash Sale,,Phone,Manager3,TV Ads
530,Government,Mexico,Amarilla,High,2629,20,52580,5783.8,46796.2,26290,2014-01-01 Government Mexico Amarilla,13145,7019.43,Category2,West,Standard,Cash,Retail,Low,Summer Sale,,Phone,Manager3,
531,Enterprise,France,Amarilla,High,1433,125,179125,19703.75,159421.25,171960,2014-05-01 Enterprise France Amarilla,7165,23913.1875,Category1,North,Standard,Credit Card,Retail,Medium,Flash Sale,Not Returned,In-Store,Manager2,Social Media
532,Enterprise,Mexico,Amarilla,High,947,125,118375,13021.25,105353.75,113640,2013-09-01 Enterprise Mexico Amarilla,4735,15803.0625,Category2,East,Express,PayPal,Wholesale,Low,Flash Sale,Not Returned,Online,Manager3,Email Campaign
533,Government,Mexico,Amarilla,High,344,350,120400,13244,107156,89440,2013-10-01 Government Mexico Amarilla,1720,16073.4,Category1,South,Standard,Cash,Wholesale,Medium,,Not Returned,Phone,Manager2,TV Ads
534,Midmarket,Mexico,Amarilla,High,2157,15,32355,3559.05,28795.95,21570,2014-12-01 Midmarket Mexico Amarilla,10785,4319.3925,Category3,East,Standard,Credit Card,Retail,Low,Flash Sale,,Online,Manager1,
535,Government,United States of America,Paseo,High,380,7,2660,292.6,2367.4,1900,2013-09-01 Government United States of America Paseo,1900,355.11,Category2,South,Priority,PayPal,Wholesale,High,,Not Returned,Phone,Manager1,Social Media
536,Government,Mexico,Carretera,High,886,350,310100,37212,272888,230360,2014-06-01 Government Mexico Carretera,4430,40933.2,Category3,East,Standard,Credit Card,Retail,High,,Returned,Phone,Manager2,
537,Enterprise,Canada,Carretera,High,2416,125,302000,36240,265760,289920,2013-09-01 Enterprise Canada Carretera,12080,39864,,East,Express,Credit Card,Retail,Medium,Flash Sale,Not Returned,Phone,Manager3,Social Media
538,Enterprise,Mexico,Carretera,High,2156,125,269500,32340,237160,258720,2014-10-01 Enterprise Mexico Carretera,10780,35574,Category3,East,Priority,Credit Card,Retail,Low,Holiday Discount,Returned,Phone,Manager1,
539,Midmarket,Canada,Carretera,High,2689,15,40335,4840.2,35494.8,26890,2014-11-01 Midmarket Canada Carretera,13445,5324.22,Category3,North,Standard,Credit Card,Retail,Low,Summer Sale,Not Returned,Phone,Manager1,
540,Midmarket,United States of America,Montana,High,677,15,10155,1218.6,8936.4,6770,2014-03-01 Midmarket United States of America Montana,3385,1340.46,Category2,East,Express,Credit Card,Retail,High,Summer Sale,Returned,Online,Manager3,TV Ads
541,Small Business,France,Montana,High,1773,300,531900,63828,468072,443250,2014-04-01 Small Business France Montana,8865,70210.8,Category1,South,Express,Cash,Wholesale,Low,Flash Sale,Not Returned,Phone,Manager2,Social Media
542,Government,Mexico,Montana,High,2420,7,16940,2032.8,14907.2,12100,2014-09-01 Government Mexico Montana,12100,2236.08,Category3,West,Standard,PayPal,Wholesale,Medium,Holiday Discount,Returned,Online,Manager1,
543,Government,Canada,Montana,High,2734,7,19138,2296.56,16841.44,13670,2014-10-01 Government Canada Montana,13670,2526.216,,West,Priority,PayPal,Wholesale,Medium,Flash Sale,Returned,Phone,Manager3,
544,Government,Mexico,Montana,High,1715,20,34300,4116,30184,17150,2013-10-01 Government Mexico Montana,8575,4527.6,Category3,East,Standard,PayPal,Wholesale,High,Summer Sale,Returned,In-Store,Manager1,TV Ads
545,Small Business,France,Montana,High,1186,300,355800,42696,313104,296500,2013-12-01 Small Business France Montana,5930,46965.6,Category3,West,Express,Credit Card,Retail,Low,Summer Sale,Not Returned,In-Store,Manager1,TV Ads
546,Small Business,United States of America,Paseo,High,3495,300,1048500,125820,922680,873750,2014-01-01 Small Business United States of America Paseo,17475,138402,Category3,West,Standard,Credit Card,Retail,Low,Flash Sale,,Online,Manager2,Social Media
547,Government,Mexico,Paseo,High,886,350,310100,37212,272888,230360,2014-06-01 Government Mexico Paseo,4430,40933.2,,South,Standard,PayPal,Retail,Medium,Summer Sale,,In-Store,Manager2,Social Media
548,Enterprise,Mexico,Paseo,High,2156,125,269500,32340,237160,258720,2014-10-01 Enterprise Mexico Paseo,10780,35574,Category3,West,Express,PayPal,Wholesale,High,Holiday Discount,Returned,Online,Manager3,
549,Government,Mexico,Paseo,High,905,20,18100,2172,15928,9050,2014-10-01 Government Mexico Paseo,4525,2389.2,Category1,South,Priority,PayPal,Wholesale,Medium,Summer Sale,Not Returned,Online,Manager1,TV Ads
550,Government,Mexico,Paseo,High,1715,20,34300,4116,30184,17150,2013-10-01 Government Mexico Paseo,8575,4527.6,,East,Priority,Cash,Wholesale,Low,Summer Sale,Not Returned,In-Store,Manager2,Email Campaign
551,Government,France,Paseo,High,1594,350,557900,66948,490952,414440,2014-11-01 Government France Paseo,7970,73642.8,,North,Priority,PayPal,Wholesale,High,Holiday Discount,,Phone,Manager2,TV Ads
552,Small Business,Germany,Paseo,High,1359,300,407700,48924,358776,339750,2014-11-01 Small Business Germany Paseo,6795,53816.4,Category1,North,Express,Cash,Wholesale,High,Summer Sale,,Online,Manager3,TV Ads
553,Small Business,Mexico,Paseo,High,2150,300,645000,77400,567600,537500,2014-11-01 Small Business Mexico Paseo,10750,85140,Category3,South,Priority,PayPal,Retail,Low,Holiday Discount,,Online,Manager1,Email Campaign
554,Government,Mexico,Paseo,High,1197,350,418950,50274,368676,311220,2014-11-01 Government Mexico Paseo,5985,55301.4,,South,Express,PayPal,Wholesale,Low,Summer Sale,Not Returned,Online,Manager2,Email Campaign
555,Midmarket,Mexico,Paseo,High,380,15,5700,684,5016,3800,2013-12-01 Midmarket Mexico Paseo,1900,752.4,Category1,South,Standard,PayPal,Wholesale,Low,Summer Sale,Not Returned,Online,Manager1,TV Ads
556,Government,Mexico,Paseo,High,1233,20,24660,2959.2,21700.8,12330,2014-12-01 Government Mexico Paseo,6165,3255.12,Category2,West,Standard,Cash,Retail,Low,Summer Sale,Returned,In-Store,Manager2,Email Campaign
557,Government,Mexico,Velo,High,1395,350,488250,58590,429660,362700,2014-07-01 Government Mexico Velo,6975,64449,Category1,South,Standard,PayPal,Retail,Low,Summer Sale,,Phone,Manager3,Social Media
558,Government,United States of America,Velo,High,986,350,345100,41412,303688,256360,2014-10-01 Government United States of America Velo,4930,45553.2,Category2,East,Standard,Credit Card,Retail,High,,Returned,Phone,Manager3,Social Media
559,Government,Mexico,Velo,High,905,20,18100,2172,15928,9050,2014-10-01 Government Mexico Velo,4525,2389.2,Category1,South,Standard,PayPal,Wholesale,Medium,,Not Returned,Phone,Manager3,TV Ads
560,Channel Partners,Canada,VTT,High,2109,12,25308,3036.96,22271.04,6327,2014-05-01 Channel Partners Canada VTT,10545,3340.656,Category3,East,Standard,Credit Card,Retail,High,Holiday Discount,Not Returned,Phone,Manager3,Email Campaign
561,Midmarket,France,VTT,High,3874.5,15,58117.5,6974.1,51143.4,38745,2014-07-01 Midmarket France VTT,19372.5,7671.51,Category2,East,Priority,Cash,Retail,Medium,,,In-Store,Manager1,Email Campaign
562,Government,Canada,VTT,High,623,350,218050,26166,191884,161980,2013-09-01 Government Canada VTT,3115,28782.6,Category2,West,Express,PayPal,Wholesale,Medium,Summer Sale,Returned,In-Store,Manager1,TV Ads
563,Government,United States of America,VTT,High,986,350,345100,41412,303688,256360,2014-10-01 Government United States of America VTT,4930,45553.2,Category3,North,Express,PayPal,Wholesale,High,Flash Sale,Not Returned,Phone,Manager1,Email Campaign
564,Enterprise,United States of America,VTT,High,2387,125,298375,35805,262570,286440,2014-11-01 Enterprise United States of America VTT,11935,39385.5,Category3,West,Priority,Credit Card,Wholesale,Low,Holiday Discount,Not Returned,Phone,Manager2,
565,Government,Mexico,VTT,High,1233,20,24660,2959.2,21700.8,12330,2014-12-01 Government Mexico VTT,6165,3255.12,Category3,South,Express,Cash,Wholesale,High,Flash Sale,,Online,Manager1,Social Media
566,Government,United States of America,Amarilla,High,270,350,94500,11340,83160,70200,2014-02-01 Government United States of America Amarilla,1350,12474,Category1,West,Express,PayPal,Retail,High,Flash Sale,Returned,In-Store,Manager1,Social Media
567,Government,France,Amarilla,High,3421.5,7,23950.5,2874.06,21076.44,17107.5,2014-07-01 Government France Amarilla,17107.5,3161.466,Category1,West,Standard,PayPal,Retail,High,Summer Sale,,In-Store,Manager1,TV Ads
568,Government,Canada,Amarilla,High,2734,7,19138,2296.56,16841.44,13670,2014-10-01 Government Canada Amarilla,13670,2526.216,Category2,East,Priority,PayPal,Retail,Medium,Flash Sale,Not Returned,In-Store,Manager2,Social Media
569,Midmarket,United States of America,Amarilla,High,2548,15,38220,4586.4,33633.6,25480,2013-11-01 Midmarket United States of America Amarilla,12740,5045.04,Category3,South,Priority,PayPal,Wholesale,High,Holiday Discount,,Online,Manager1,
570,Government,France,Carretera,High,2521.5,20,50430,6051.6,44378.4,25215,2014-01-01 Government France Carretera,12607.5,6656.76,Category3,South,Express,Credit Card,Wholesale,Low,Holiday Discount,,In-Store,Manager2,Email Campaign
571,Channel Partners,Mexico,Montana,High,2661,12,31932,3831.84,28100.16,7983,2014-05-01 Channel Partners Mexico Montana,13305,4215.024,Category3,West,Priority,Credit Card,Wholesale,Medium,Holiday Discount,,In-Store,Manager1,
572,Government,Germany,Paseo,High,1531,20,30620,3674.4,26945.6,15310,2014-12-01 Government Germany Paseo,7655,4041.84,Category3,North,Standard,Credit Card,Wholesale,High,,,In-Store,Manager2,
573,Government,France,VTT,High,1491,7,10437,1252.44,9184.56,7455,2014-03-01 Government France VTT,7455,1377.684,Category3,West,Express,Credit Card,Retail,High,Summer Sale,Not Returned,Phone,Manager1,Email Campaign
574,Government,Germany,VTT,High,1531,20,30620,3674.4,26945.6,15310,2014-12-01 Government Germany VTT,7655,4041.84,,East,Express,Credit Card,Wholesale,Medium,,Returned,Online,Manager2,Email Campaign
575,Channel Partners,Canada,Amarilla,High,2761,12,33132,3975.84,29156.16,8283,2013-09-01 Channel Partners Canada Amarilla,13805,4373.424,,East,Standard,PayPal,Wholesale,Medium,Flash Sale,Returned,In-Store,Manager1,TV Ads
576,Midmarket,United States of America,Carretera,High,2567,15,38505,5005.65,33499.35,25670,2014-06-01 Midmarket United States of America Carretera,12835,5024.9025,Category1,East,Priority,Credit Card,Retail,High,Summer Sale,Not Returned,Online,Manager3,
577,Midmarket,United States of America,VTT,High,2567,15,38505,5005.65,33499.35,25670,2014-06-01 Midmarket United States of America VTT,12835,5024.9025,Category3,East,Standard,Credit Card,Retail,Medium,,Not Returned,Online,Manager1,TV Ads
578,Government,Canada,Carretera,High,923,350,323050,41996.5,281053.5,239980,2014-03-01 Government Canada Carretera,4615,42158.025,Category2,West,Standard,Credit Card,Wholesale,Low,,Not Returned,Phone,Manager2,TV Ads
579,Government,France,Carretera,High,1790,350,626500,81445,545055,465400,2014-03-01 Government France Carretera,8950,81758.25,Category1,East,Standard,Cash,Retail,High,Holiday Discount,Returned,In-Store,Manager3,Social Media
580,Government,Germany,Carretera,High,442,20,8840,1149.2,7690.8,4420,2013-09-01 Government Germany Carretera,2210,1153.62,Category2,South,Standard,Cash,Retail,Medium,Holiday Discount,Returned,Phone,Manager1,Social Media
581,Government,United States of America,Montana,High,982.5,350,343875,44703.75,299171.25,255450,2014-01-01 Government United States of America Montana,4912.5,44875.6875,Category1,East,Priority,Credit Card,Retail,Low,Holiday Discount,,Phone,Manager1,
582,Government,United States of America,Montana,High,1298,7,9086,1181.18,7904.82,6490,2014-02-01 Government United States of America Montana,6490,1185.723,Category1,East,Priority,Credit Card,Wholesale,Low,Holiday Discount,Not Returned,In-Store,Manager1,Social Media
583,Channel Partners,Mexico,Montana,High,604,12,7248,942.24,6305.76,1812,2014-06-01 Channel Partners Mexico Montana,3020,945.864,Category2,East,Express,PayPal,Wholesale,High,,Returned,In-Store,Manager2,TV Ads
584,Government,Mexico,Montana,High,2255,20,45100,5863,39237,22550,2014-07-01 Government Mexico Montana,11275,5885.55,Category3,East,Priority,Credit Card,Retail,Medium,Flash Sale,,Phone,Manager1,
585,Government,Canada,Montana,High,1249,20,24980,3247.4,21732.6,12490,2014-10-01 Government Canada Montana,6245,3259.89,,South,Express,PayPal,Retail,Medium,,,In-Store,Manager2,Email Campaign
586,Government,United States of America,Paseo,High,1438.5,7,10069.5,1309.035,8760.465,7192.5,2014-01-01 Government United States of America Paseo,7192.5,1314.06975,Category3,North,Priority,Cash,Retail,Medium,Holiday Discount,Returned,In-Store,Manager1,Social Media
587,Small Business,Germany,Paseo,High,807,300,242100,31473,210627,201750,2014-01-01 Small Business Germany Paseo,4035,31594.05,Category2,South,Express,Cash,Wholesale,High,,Returned,Online,Manager1,TV Ads
588,Government,United States of America,Paseo,High,2641,20,52820,6866.6,45953.4,26410,2014-02-01 Government United States of America Paseo,13205,6893.01,Category1,North,Priority,PayPal,Wholesale,Low,Holiday Discount,,Phone,Manager1,
589,Government,Germany,Paseo,High,2708,20,54160,7040.8,47119.2,27080,2014-02-01 Government Germany Paseo,13540,7067.88,Category2,South,Priority,Cash,Retail,High,,Returned,Phone,Manager2,Email Campaign
590,Government,Canada,Paseo,High,2632,350,921200,119756,801444,684320,2014-06-01 Government Canada Paseo,13160,120216.6,Category1,South,Standard,PayPal,Wholesale,Medium,,Returned,Online,Manager2,Email Campaign
591,Enterprise,Canada,Paseo,High,1583,125,197875,25723.75,172151.25,189960,2014-06-01 Enterprise Canada Paseo,7915,25822.6875,Category2,South,Express,Credit Card,Retail,High,,Not Returned,Phone,Manager3,Social Media
592,Channel Partners,Mexico,Paseo,High,571,12,6852,890.76,5961.24,1713,2014-07-01 Channel Partners Mexico Paseo,2855,894.186,Category3,North,Standard,Credit Card,Wholesale,High,Holiday Discount,Returned,In-Store,Manager2,
593,Government,France,Paseo,High,2696,7,18872,2453.36,16418.64,13480,2014-08-01 Government France Paseo,13480,2462.796,Category2,North,Express,PayPal,Retail,Medium,Summer Sale,,Phone,Manager3,TV Ads
594,Midmarket,Canada,Paseo,High,1565,15,23475,3051.75,20423.25,15650,2014-10-01 Midmarket Canada Paseo,7825,3063.4875,Category1,South,Standard,Credit Card,Retail,High,Holiday Discount,Returned,In-Store,Manager3,Social Media
595,Government,Canada,Paseo,High,1249,20,24980,3247.4,21732.6,12490,2014-10-01 Government Canada Paseo,6245,3259.89,Category1,South,Standard,PayPal,Wholesale,High,Flash Sale,Returned,Phone,Manager3,
596,Government,Germany,Paseo,High,357,350,124950,16243.5,108706.5,92820,2014-11-01 Government Germany Paseo,1785,16305.975,,South,Express,PayPal,Wholesale,High,Holiday Discount,Returned,Online,Manager1,
597,Channel Partners,Germany,Paseo,High,1013,12,12156,1580.28,10575.72,3039,2014-12-01 Channel Partners Germany Paseo,5065,1586.358,Category1,South,Priority,Credit Card,Wholesale,Low,Holiday Discount,,Online,Manager3,Social Media
598,Midmarket,France,Velo,High,3997.5,15,59962.5,7795.125,52167.375,39975,2014-01-01 Midmarket France Velo,19987.5,7825.10625,Category1,East,Standard,Cash,Retail,Medium,Flash Sale,Returned,Phone,Manager3,
599,Government,Canada,Velo,High,2632,350,921200,119756,801444,684320,2014-06-01 Government Canada Velo,13160,120216.6,Category1,East,Priority,Cash,Retail,High,Summer Sale,Not Returned,Phone,Manager1,Email Campaign
600,Government,France,Velo,High,1190,7,8330,1082.9,7247.1,5950,2014-06-01 Government France Velo,5950,1087.065,Category2,West,Priority,PayPal,Wholesale,Medium,Summer Sale,Returned,Online,Manager1,
601,Channel Partners,Mexico,Velo,High,604,12,7248,942.24,6305.76,1812,2014-06-01 Channel Partners Mexico Velo,3020,945.864,Category3,North,Express,Credit Card,Wholesale,Low,,,Online,Manager3,TV Ads
602,Midmarket,Germany,Velo,High,660,15,9900,1287,8613,6600,2013-09-01 Midmarket Germany Velo,3300,1291.95,Category2,East,Standard,Cash,Retail,Medium,Flash Sale,,Online,Manager3,
603,Channel Partners,Mexico,Velo,High,410,12,4920,639.6,4280.4,1230,2014-10-01 Channel Partners Mexico Velo,2050,642.06,Category1,South,Standard,PayPal,Retail,Low,Summer Sale,Not Returned,Phone,Manager1,
604,Small Business,Mexico,Velo,High,2605,300,781500,101595,679905,651250,2013-11-01 Small Business Mexico Velo,13025,101985.75,Category2,South,Priority,PayPal,Retail,Low,,Not Returned,Online,Manager2,Email Campaign
605,Channel Partners,Germany,Velo,High,1013,12,12156,1580.28,10575.72,3039,2014-12-01 Channel Partners Germany Velo,5065,1586.358,Category1,West,Standard,PayPal,Retail,Low,Flash Sale,Not Returned,Phone,Manager2,Email Campaign
606,Enterprise,Canada,VTT,High,1583,125,197875,25723.75,172151.25,189960,2014-06-01 Enterprise Canada VTT,7915,25822.6875,Category2,South,Standard,PayPal,Wholesale,High,Holiday Discount,,Phone,Manager1,Social Media
607,Midmarket,Canada,VTT,High,1565,15,23475,3051.75,20423.25,15650,2014-10-01 Midmarket Canada VTT,7825,3063.4875,Category1,North,Priority,Credit Card,Wholesale,Low,Summer Sale,,Online,Manager2,Email Campaign
608,Enterprise,Canada,Amarilla,High,1659,125,207375,26958.75,180416.25,199080,2014-01-01 Enterprise Canada Amarilla,8295,27062.4375,Category1,East,Standard,Credit Card,Wholesale,High,Flash Sale,Not Returned,Phone,Manager1,Social Media
609,Government,France,Amarilla,High,1190,7,8330,1082.9,7247.1,5950,2014-06-01 Government France Amarilla,5950,1087.065,Category2,North,Priority,Credit Card,Wholesale,High,Holiday Discount,,In-Store,Manager3,Social Media
610,Channel Partners,Mexico,Amarilla,High,410,12,4920,639.6,4280.4,1230,2014-10-01 Channel Partners Mexico Amarilla,2050,642.06,Category1,East,Express,Cash,Retail,Medium,Summer Sale,Not Returned,In-Store,Manager2,Email Campaign
611,Channel Partners,Germany,Amarilla,High,1770,12,21240,2761.2,18478.8,5310,2013-12-01 Channel Partners Germany Amarilla,8850,2771.82,Category1,North,Express,PayPal,Retail,High,Holiday Discount,Not Returned,Phone,Manager2,TV Ads
612,Government,Mexico,Carretera,High,2579,20,51580,7221.2,44358.8,25790,2014-04-01 Government Mexico Carretera,12895,6653.82,Category3,South,Standard,PayPal,Retail,Medium,,Returned,Phone,Manager3,Social Media
613,Government,United States of America,Carretera,High,1743,20,34860,4880.4,29979.6,17430,2014-05-01 Government United States of America Carretera,8715,4496.94,Category2,South,Priority,Cash,Retail,High,Flash Sale,Returned,Online,Manager3,Email Campaign
614,Government,United States of America,Carretera,High,2996,7,20972,2936.08,18035.92,14980,2013-10-01 Government United States of America Carretera,14980,2705.388,Category2,South,Priority,Cash,Retail,Low,Summer Sale,Returned,In-Store,Manager3,Social Media
615,Government,Germany,Carretera,High,280,7,1960,274.4,1685.6,1400,2014-12-01 Government Germany Carretera,1400,252.84,Category2,North,Standard,Cash,Wholesale,Medium,Flash Sale,Not Returned,In-Store,Manager1,Social Media
616,Government,France,Montana,High,293,7,2051,287.14,1763.86,1465,2014-02-01 Government France Montana,1465,264.579,,South,Express,Credit Card,Retail,High,,Returned,Online,Manager3,Email Campaign
617,Government,United States of America,Montana,High,2996,7,20972,2936.08,18035.92,14980,2013-10-01 Government United States of America Montana,14980,2705.388,Category2,North,Express,Cash,Retail,High,Holiday Discount,Not Returned,In-Store,Manager3,Social Media
618,Midmarket,Germany,Paseo,High,278,15,4170,583.8,3586.2,2780,2014-02-01 Midmarket Germany Paseo,1390,537.93,Category1,North,Standard,Cash,Wholesale,Low,Holiday Discount,Not Returned,Online,Manager3,TV Ads
619,Government,Canada,Paseo,High,2428,20,48560,6798.4,41761.6,24280,2014-03-01 Government Canada Paseo,12140,6264.24,Category2,East,Priority,Cash,Wholesale,Medium,Flash Sale,Returned,Online,Manager1,
620,Midmarket,United States of America,Paseo,High,1767,15,26505,3710.7,22794.3,17670,2014-09-01 Midmarket United States of America Paseo,8835,3419.145,Category2,North,Standard,Cash,Retail,High,Flash Sale,Not Returned,Online,Manager2,
621,Channel Partners,France,Paseo,High,1393,12,16716,2340.24,14375.76,4179,2014-10-01 Channel Partners France Paseo,6965,2156.364,Category2,West,Express,Credit Card,Wholesale,Low,Holiday Discount,Not Returned,Phone,Manager1,Social Media
622,Government,Germany,VTT,High,280,7,1960,274.4,1685.6,1400,2014-12-01 Government Germany VTT,1400,252.84,Category3,East,Priority,Cash,Wholesale,Medium,,Returned,Online,Manager3,TV Ads
623,Channel Partners,France,Amarilla,High,1393,12,16716,2340.24,14375.76,4179,2014-10-01 Channel Partners France Amarilla,6965,2156.364,Category1,South,Express,Credit Card,Retail,High,,Returned,Online,Manager2,Email Campaign
624,Channel Partners,United States of America,Amarilla,High,2015,12,24180,3385.2,20794.8,6045,2013-12-01 Channel Partners United States of America Amarilla,10075,3119.22,Category3,West,Priority,PayPal,Wholesale,High,Flash Sale,Returned,Phone,Manager2,Social Media
625,Small Business,Mexico,Carretera,High,801,300,240300,33642,206658,200250,2014-07-01 Small Business Mexico Carretera,4005,30998.7,Category2,East,Express,PayPal,Wholesale,Low,Flash Sale,Returned,Phone,Manager2,Social Media
626,Enterprise,France,Carretera,High,1023,125,127875,17902.5,109972.5,122760,2013-09-01 Enterprise France Carretera,5115,16495.875,Category1,West,Express,Cash,Wholesale,Low,,,Online,Manager3,Email Campaign
627,Small Business,Canada,Carretera,High,1496,300,448800,62832,385968,374000,2014-10-01 Small Business Canada Carretera,7480,57895.2,Category2,West,Priority,Cash,Retail,Medium,Summer Sale,Returned,Online,Manager1,Social Media
628,Small Business,United States of America,Carretera,High,1010,300,303000,42420,260580,252500,2014-10-01 Small Business United States of America Carretera,5050,39087,Category3,East,Standard,Cash,Wholesale,High,Holiday Discount,,Phone,Manager3,Email Campaign
629,Midmarket,Germany,Carretera,High,1513,15,22695,3177.3,19517.7,15130,2014-11-01 Midmarket Germany Carretera,7565,2927.655,,North,Express,PayPal,Wholesale,Medium,Summer Sale,Returned,In-Store,Manager3,Social Media
630,Midmarket,Canada,Carretera,High,2300,15,34500,4830,29670,23000,2014-12-01 Midmarket Canada Carretera,11500,4450.5,Category1,East,Express,PayPal,Wholesale,Low,Holiday Discount,Not Returned,Phone,Manager2,TV Ads
